10-3번,,-463.312 ,-1039.572 ,-30.000 ,0.000 ,0.000 ,-113.598 ,-465.413 ,-1048.246 ,472.500 ,0.000 ,0.000 ,-113.520 ,-466.727 ,-1051.264 ,966.914 ,0.000 ,-2.235 ,-113.520 
10-1번 센서,,-313.675 ,-971.577 ,-60.000 ,0.000 ,0.000 ,-107.815 ,-313.675 ,-971.577 ,434.000 ,0.000 ,0.000 ,-107.815 ,-313.675 ,-971.577 ,931.331 ,0.000 ,-2.238 ,-107.815 
10-4번,,-452.415 ,-1014.627 ,-30.000 ,0.000 ,0.000 ,-113.598 ,-455.108 ,-1024.568 ,472.500 ,0.000 ,0.000 ,-113.520 ,-458.633 ,-1032.666 ,966.122 ,0.000 ,-2.235 ,-113.520 
10-5번,,-548.498 ,-1047.629 ,-30.000 ,0.000 ,0.000 ,-117.227 ,-546.043 ,-1055.881 ,472.500 ,0.000 ,0.000 ,-116.940 ,-550.330 ,-1064.318 ,968.772 ,0.000 ,-2.234 ,-116.940 
10-6번,,-534.330 ,-1020.088 ,-30.000 ,0.000 ,0.000 ,-117.227 ,-532.664 ,-1029.553 ,472.500 ,0.000 ,0.000 ,-116.940 ,-537.014 ,-1038.111 ,967.632 ,0.000 ,-2.234 ,-116.940 
10-7번,,-519.535 ,-991.329 ,-30.000 ,0.000 ,0.000 ,-117.227 ,-520.336 ,-1005.291 ,472.500 ,0.000 ,0.000 ,-116.940 ,-523.294 ,-1011.111 ,966.440 ,0.000 ,-2.234 ,-116.940 
10-2번 센서,,-368.524 ,-952.126 ,-60.000 ,0.000 ,0.000 ,-111.082 ,-368.524 ,-952.126 ,434.000 ,0.000 ,0.000 ,-111.082 ,-368.524 ,-952.126 ,931.331 ,0.000 ,-2.238 ,-111.082 
11-1번,,-606.890 ,-1005.088 ,-30.000 ,0.000 ,0.000 ,-120.714 ,-606.254 ,-1009.296 ,472.500 ,0.000 ,0.000 ,-120.583 ,-611.920 ,-1018.883 ,968.394 ,0.000 ,-2.234 ,-120.583 
11-2번,,-598.700 ,-991.304 ,-30.000 ,0.000 ,0.000 ,-120.714 ,-598.496 ,-996.168 ,472.500 ,0.000 ,0.000 ,-120.583 ,-602.612 ,-1003.134 ,967.680 ,0.000 ,-2.234 ,-120.583 
11-3번,,-588.700 ,-991.304 ,-30.000 ,0.000 ,0.000 ,-120.714 ,-589.572 ,-981.069 ,472.500 ,0.000 ,0.000 ,-120.583 ,-592.852 ,-986.618 ,966.930 ,0.000 ,-2.234 ,-120.583 
11-1번 센서,,-429.034 ,-926.437 ,-60.000 ,0.000 ,0.000 ,-120.714 ,-429.034 ,-926.437 ,434.000 ,0.000 ,0.000 ,-114.771 ,-429.034 ,-926.437 ,931.331 ,0.000 ,-2.238 ,-114.771 
